"track","total_views","total_likes"
"Bulletproof Love","29023333","209331"
"Millions","19380710","209297"
"Seandainya","47653403","209282"
"For Evigt","70327872","209237"
"The Signal Fire","14416933","209171"
"WATAWI (feat. Davido, Focalistic & Abidoza)","18025967","209150"
"Te Extraño, Te Olvido, Te Amo","61065874","209107"
"Live Forever - Remastered","41433735","209073"
"Big Girl (You Are Beautiful)","35158859","209045"
"Lo Que Construimos","19374138","208949"
"Window Seat","28888191","208927"
"FML","11511137","208620"
"Devil Doesn’t Bargain","13970146","208420"
"Parcera","29847962","208210"
"Ex For A Reason (with JT from City Girls)","14271313","208126"
"A Meu Favor","18891764","208033"
"Singles You Up","53527894","207779"
"Pork And Beans","30056659","207735"
"Kalasala Kalasala","38339061","207725"
"Ya Es Muy Tarde","85183929","207718"
"Love Is a Stranger - Remastered Version","45165272","207627"
"7 Stunden","26398552","207487"
"Turbo Lover - Remastered","36826189","207129"
"Bad Medicine","48224548","207031"
"Freaky (feat. A$ap Rocky & $uicideboy$)","15025919","206563"
"Knee Deep (feat. Jimmy Buffett)","56929766","206423"
"Another In The Fire - Live","29692544","206367"
"Nose On The Grindstone (OurVinyl Sessions)","35403107","206211"
"A?k Yok Olmakt?r","40760628","206083"
"Ya Nabi Salam Alayka - Vocals Only Version","28179285","206078"
"So Anxious","21563999","205964"
"Hurts So Good","30967013","205955"
"Semi-Charmed Life","26003506","205926"
"APA","18199923","205814"
"Sex & Love","9690932","205702"
"After Hours","7931423","205579"
"NUOVO RANGE (con SFERA EBBASTA)","45336261","205577"
"Who's In Your Head","14119175","205493"
"She Loves Me Not","42034188","205379"
"Forget Me","24797490","205326"
"When I Call Your Name","43868059","205299"
"A gritos de esperanza","42647804","205286"
"How I Could Just Kill a Man","25071938","205251"
"La Espera","65284648","205162"
"Rayando El Sol","84249874","205095"
"Violet","6768859","205067"
"Curve (feat. The Weeknd)","16175878","205038"
"John Gotti","24315164","204773"
"Cómo Estás Tú","50725725","204709"
"Know Your Worth (feat. Davido & Tems)","15452924","204575"
"Never","43247535","204506"
"West Ten (with Mabel)","20008646","204452"
"Yeh Jo Halka Saroor Hae","23145519","204361"
"Hazard","29081170","204357"
"Modern Love - 2018 Remaster","24819682","204349"
"The Bitter End","41383544","204283"
"Collide (feat. Tyga)","10115756","204263"
"Farra Sem Limites - Ao Vivo","75420424","203738"
"1999 - 2019 Remaster","26220300","203541"
"Cigana - Ao Vivo","41275327","203359"
"Icky Thump","24628972","203241"
"Mande um Sinal - Ao Vivo","26128649","203098"
"Digital Love","30079390","203063"
"Evento Cancelado - Ao Vivo","6132435","203043"
"So Called Life","12456264","203035"
"Anywhere","21267312","202977"
"Sentada Desapegada","19042245","202931"
"Deine Schuld","16686515","202908"
"Have Yourself A Merry Little Christmas","28456794","202683"
"Heart to Break","16847284","202627"
"Amazonia","9156448","202627"
"I’m a Mess (with YUNGBLUD)","5680528","202544"
"sTraNgeRs","7563878","202542"
"You're On Your Own, Kid","13770377","202527"
"Falling For You with Justin Bieber","5133378","202492"
"Out Of My System","2701444","202466"
"Jazz (We've Got)","20707983","202436"
"Buggin' Out","20707983","202436"
"24's","22409684","202369"
"Dynasties & Dystopia (from the series Arcane League of Legends)","12997404","202111"
"DONA DE MIM","13579961","202079"
"See A Victory","30068849","201981"
"Neón","4620646","201929"
"The End of Heartache","27144837","201872"
"Love at First Sight","43013396","201862"
"The Pot","35072600","201853"
"Pentagrama","25528896","201840"
"Todo Se Derrumbó Dentro de Mí","48596422","201818"
"Why Don't We Just Dance","34908522","201795"
"Bartender","37481228","201654"
"WALLS","47058600","201642"
"Tired","27294684","201569"
"Maria - Radio Edit","48045744","201481"
"Hella Good","32328194","201421"
"Pandemia","17447466","201401"
"On My Own","10982170","201363"
"Hard Drive","28668258","201322"
"Sigo Buscandote","46934568","201006"
"Not Meant to Be","25698575","200922"
"Para Ti","16393077","200814"
"Flower","25646538","200715"
"Chaahat","11096054","200548"
"Rouge et bleu","50931470","200518"
"Pop","61452273","200509"
"Emotions","16485550","200452"
"J’comprends pas","22678338","200403"
"World, Hold On - FISHER Rework","12752634","200342"
"I Want A New Drug","26199350","200342"
"Give Peace A Chance - Ultimate Mix","13861034","200302"
"Disposable Teens","29836483","200242"
"Bedshaped","42422821","200197"
"HAPPY BIRTHDAY","38470174","200142"
"Do It To It","17172321","199978"
"Endless Love (with Mariah Carey)","28002970","199831"
"For the Night","5699736","199764"
"Ramta Jogi","34530575","199560"
"Battle Scars (with Guy Sebastian)","30831990","199538"
"Thank God","20222697","199529"
"PICA","32656476","199519"
"Hooked (Hot Stuff)","4437667","199518"
"Dangerous (feat. Kid Cudi)","8084500","199444"
"I Quit Drinking","13988786","199436"
"Merry Christmas Everyone","43250324","199401"
"Happier Than Ever - Edit","10910640","199374"
"Me Ilusione","74157339","199255"
"Primetime (feat. Miguel)","21752207","199213"
"Over The Hills And Far Away","31699905","199191"
"In My Bones","23025816","199180"
"The One I Love - Remastered 2012","33364376","198924"
"TFW (That Feeling When)","4222112","198840"
"Devil's Work","9629732","198711"
"Untraveled Road","32458553","198604"
"Agarra Tu Camino","33596357","198583"
"Loafers","9422983","198557"
"Jee Le Zaraa","13975718","198266"
"Tócate Tú Misma","17681512","198168"
"Matte Black","9114740","198164"
"Run Run Run","21772246","198155"
"Ya Mama","16085961","198153"
"Other Side Of The Game","29304369","198040"
"Malditas Ganas","42166709","197978"
"The fo Five","12107432","197902"
"Turnin Me On - Original Clean","44101351","197892"
"Dirty Laundry","43372344","197604"
"Llueve Sobre La Ciudad","32501955","197342"
"Red Nation","40781937","197336"
"Think of You","43358296","197281"
"Check the Rhime","14082310","197222"
"Tik Tok RMX (feat. Marracash, Guè, Paky & Geolier)","19879327","197183"
"Badfish","45101363","197150"
"LDN","28306546","197123"
"En La Ciudad De La Furia - Remasterizado 2007","30415893","197094"
"Shauq","8886058","197076"
"El Último Ska","40182312","197067"
"Still","6280683","197024"
"My Heart Goes (La Di Da) (feat. Topic)","25845946","197006"
"Let's Go Crazy","25115573","196994"
"Canned Heat","35182652","196980"
"Mi Tierra","51258778","196937"
"Gang Shit No Lame Shit","12584888","196857"
"Venus Fly Trap","5533095","196799"
"Dingue","31135337","196781"
"Start of Something Good","29165978","196472"
"Glory Days","51076065","196463"
"Stop","51683140","196353"
"Swear It Again - Radio Edit","74016615","196324"
"Maldito Alcohol (Pitbull vs. Afrojack)","28981520","196154"
"Amor Platónico","46580618","196128"
"You Don't Know Her Like I Do","34759417","196117"
"Wicked Witch","13475248","196107"
"Django Jane","9643951","196057"
"First Kiss","43814814","196030"
"777","10362824","196026"
"Qué Precio Tiene el Cielo - Salsa Version","112958999","196022"
"Nem Vá","34084869","195987"
"Sparkle - movie ver.","26634039","195971"
"Your Love Is King","31467809","195918"
"Senza Di Me (feat. Venerus & Franco126)","27758098","195892"
"What Could Have Been feat. Ray Chen (from the series Arcane League of Legends)","12031912","195601"
"Make Me Wanna","53631856","195554"
"Sufro","8329294","195494"
"Lost Me","13598504","195453"
"En Tu Pelo","60459069","195450"
"Hum Nashe Mein Toh Nahin","13370809","195427"
"I'm Your Man","46106893","195375"
"Sand In My Boots","36446138","195320"
"Turn All the Lights On (feat. Ne-Yo)","25468817","195252"
"Look What God Gave Her","49825212","195185"
"Se... (Ao Vivo)","31910079","195154"
"Are You Entertained (feat. Ed Sheeran)","24822312","195069"
"Yun (with Erykah Badu)","2726569","194921"
"Anna Sun","27595112","194779"
"(What A) Wonderful World","22465233","194774"
"Boondocks","31558796","194704"
"How Great Is Our God","29971575","194663"
"If I Ruled the World (Imagine That) (feat. Lauryn Hill)","20182984","194659"
"Weightless","28261507","194618"
"Good Vibe","3878685","194562"
"(Po)ci?g dalszy nast?pi","18064344","194540"
"Rie y Llora","56373926","194539"
"Bitch Came Back","25458587","194508"
"La Suite (feat. Kevin Roldan) - Remix","32437640","194356"
"Forty Six & 2","33538500","194296"
"2 time zones (feat. Night Lovell)","5818707","194250"
"Collide (Sped Up Remix)","15019701","194076"
"Crystals","27189831","194058"
"Por la boca vive el pez","67224019","194054"
"True Faith - 2015 Remaster","26595552","193804"
"True Faith","26595552","193804"
"Luces De Neón","12490155","193567"
"Wild Irish Roses","9148945","193358"
"What About Your Friends","24267884","193337"
"How Could an Angel Break My Heart (with Toni Braxton)","36492038","193314"
"LOKITA","21801716","193218"
"Jodoh Pasti Bertemu","58531142","193137"
"This Is Heaven","10995246","193071"
"A Thousand Years (feat. Steve Kazee) - Pt. 2; The Twilight Saga: Breaking Dawn Soundtrack","29168711","193056"
"No Me Hablen De Penas","11206089","193003"
"Una Aventura","53151572","192884"
"Beautiful Nightmare","8180290","192880"
"PUFFIN ON ZOOTIEZ","26696870","192683"
"As She's Walking Away (feat. Alan Jackson)","45166972","192643"
"Ishq Di Baajiyaan","16121069","192628"
"A Milli","11856519","192622"
"Outta Your Mind","34373643","192603"
"Dil Na Jaaneya","19107635","192449"
"Give It All","36228656","192417"
"Trance (with Travis Scott & Young Thug)","10045165","192392"
"Prairies (with mxmtoon)","10430468","192296"
"Just Be Held","30980063","192287"
"Hot In It","11783076","192273"
"Baile De Los Pobres","55090905","192270"
"Lambo Diablo GT (feat. Nimo & Juju) - Remix","34368607","192215"
"5 Estrellas","25654891","192207"
"Run (feat. Tyga, 21 Savage & BIA)","6851629","192180"
"Haydi Gel Benimle Ol","42575806","191919"
"Romantic Lover","4668014","191860"
"It's Raining Again","59494610","191730"
"Abracadabra","13592702","191705"
"Bunny Girl","7302388","191503"
"Sippin On Some Syrup (feat. UGK (Underground Kingz) & Project Pat)","20686352","191456"
"Swing, Swing","40470914","191411"
"Ya Lo Sé Que Tú Te Vas","90831846","191398"
"Sussudio - 2016 Remaster","41885091","191313"
"Mal Bicho - Remasterizado 2008","39946374","191063"
"El Ritmo de Mi Corazón","22570524","190983"
"The Drugs Don't Work","33859412","190935"
"Live Wire","24343824","190883"
"Cupid","20597417","190822"
"pa quererte","13095008","190812"
"Fear of the Water","18193442","190802"
"Slow Dance In A Parking Lot","51857173","190801"
"What Have I Done to Deserve This? (with Dusty Springfield) - 2018 Remaster","40318341","190787"
"Blur (feat. Foster The People)","12789046","190782"
"Amor ou Esquema","39982515","190773"
"Love Runs Out (feat. G-Eazy & Sasha Alex Sloan)","6427743","190476"
"Feel Something","10152378","190450"
"QUEM SOU EU?","6979191","190417"
"midnight love","6034249","190254"
"GOSHA","11434276","190199"
"Absolute Zero","44549514","190174"
"Turban","11404201","190111"
"The Kind of Love We Make","31622311","190100"
"Kick, Push","20644937","190035"
"Prem Ki Naiyya","16578139","190020"
"Söyleyin","58742760","189855"
"Happy Anywhere (feat. Gwen Stefani)","27330290","189829"
"Something About You","5632796","189708"
"Pass The Courvoisier Part II (feat. P. Diddy & Pharrell) - Remix","27097198","189648"
"Allah Ke Bande","9825139","189532"
"Fight Music","31348167","189520"
"Jhanjharia - Male Version","39899525","189478"
"Girls, Girls, Girls","30998508","189430"
"Between Me & You","29062488","189427"
"ILYSB","16857347","189303"
"Bless The Broken Road","32566882","189287"
"To Brazil!","34340532","189223"
"It's Only Love","36617982","189186"
"HASTA LA MUERTE","17991974","189002"
"Everything Now","33766567","188971"
"Solsbury Hill","40334061","188914"
"Meteor Shower","14167793","188760"
"You Want It Darker","23570350","188733"
"Official Girl (feat. Lil' Wayne)","39678886","188713"
"Jack & Diane","27125701","188695"
"Mental Manadhil","40830529","188662"
"Nigdy albo zawsze","19126829","188625"
"She's so Mean","34992741","188589"
"It Matters to Me","28868586","188437"
"On The Way (feat. Mila J)","26606392","188421"
"TikTok","6048777","188325"
"B.O.B. - Bombs Over Baghdad","22776775","188283"
"Record Year","66370493","188252"
"Burn It (feat. MAX)","1054438","188244"
"Just Another Day","20257224","188222"
"Diary Depresiku","42854180","188211"
"CASA","19600261","188165"
"Big 14 (feat. Offset & Moneybagg Yo)","6223662","188097"
"nuts","6025328","188085"
"Ku Dengannya Kau Dengan Dia","38954025","188067"
"Cali Pachanguero","62604491","187997"
"All 4 Nothing (I'm So In Love)","12038588","187977"
"Between The Raindrops","22228880","187854"
"Gaddi","15890148","187835"
"La Boca Junta","24551357","187680"
"mariposas","29244597","187647"
"Dangerous","47822236","187641"
"Conduta - Ao Vivo","29002190","187510"
"Si demain...(Turn Around)","63335101","187438"
"Teri Khair Mangdi","17573326","187364"
"Big Gangsta","14778293","187327"
"You're so Vain","37847454","187287"
"The Way That I Love You","8877975","187254"
"Wait (The Whisper Song)","15108475","187182"
"Small Worlds","13625529","187146"
"Anónimos (feat. Carla Morrison)","44662674","187139"
"i'll die anyway.","3839127","187135"
"Ai Papai","14980040","187117"
"CINDY","22109121","187098"
"Kamu Yang Kutunggu","52736154","186935"
"Ring Ring (with Rvssian feat. Clever)","19230648","186924"
"A Forest - 2006 Remaster","27981388","186872"
"WTH","9276569","186866"
"Ven","43686179","186733"
"Etho Mazhayil","24069308","186668"
"Tanto Amor","83525442","186590"
"Los Mismos","8098970","186529"
"Rumble","4111630","186372"
"Silvera","18572939","186362"
"One More Hour","10457429","186222"
"Rocky Mountain High","45269358","186164"
"Camisa de Time (Desce Só de Label)","10626724","185911"
"Our Time","7659664","185811"
"The Hand That Feeds","28537614","185808"
"Heartache On The Dance Floor","56618714","185760"
"Sonda-me, Usa-me","26800151","185730"
"Ya No Te Buscaré","73733452","185557"
"Algo Contigo","47773403","185528"
"La Differenza Tra Me E Te","62128238","185292"
"Walk On Water","12997058","185289"
"Vai Me Dando Corda - Ao Vivo","21214314","185239"
"Tessellate","49966764","185125"
"Don't Turn Around","33773767","185088"
"Lasting Lover","19873658","185080"
"Madonna","17246560","185015"
"Bernafas Tanpamu","52410196","184971"
"Regardless","17641857","184957"
"Akhir Cerita Cinta","56509322","184944"
"Don't Stop Dancing","34124507","184936"
"Somebody Like You","32310912","184911"
"Love's Train","15487532","184905"
"I Run To You","45250515","184870"
"Rollout (My Business)","28519944","184850"
"Minha alma (A paz que eu não quero)","29864418","184659"
"Age Ain't Nothing But a Number","16517422","184493"
"Should've Been A Cowboy","44175339","184408"
"Heartless (feat. Morgan Wallen)","26638949","184345"
"Greaze Mode","12994179","184246"
"Le luci della città","40024678","184174"
"Fuera de Servicio - En Vivo","32924495","184168"
"Fuera De Servicio","32924495","184168"
"Bring The Pain","26157983","184094"
"Só Depois","23693575","184018"
"El Pájaro Vio el Cielo y Se Voló","94347876","183931"
"Pino da Granada (Ao Vivo em Rio Preto)","47186375","183923"
"Monophobia","16568314","183723"
"Dr. Feelgood","24689852","183612"
"Heartache Medication","42471550","183607"
"Printemps blanc","20827682","183603"
"Hide & Seek","12085990","183564"
"Hide & Seek - FLO Remix","12085990","183564"
"American Woman","38156752","183557"
"Tengo Todo Excepto a Ti","47486131","183468"
"Bleed It","14650649","183453"
"Brave Shine","18170949","183379"
"Ikaw At Ako","31782694","183361"
"Some Say - Felix Jaehn Remix","23724059","183359"
"La Chica De Humo - MTV Unplugged","81945669","183346"
"Chhu Kar Mere Manko - From ""Yaarana""","33328920","183302"
"Vaseegara","30926842","183237"
"I Wanna Be Your Lover","17326837","183216"
"Coming In Hot","7343604","183189"
"Hola Bebe","40408472","183167"
"Mouth for War","23142844","182815"
"Wschód (lubi? zapierdala?)","8928764","182800"
"Party On My Own (feat. FAULHABER)","13523525","182787"
"A Vida É Desafio","16454295","182772"
"Same Damn Life","33357817","182702"
"Partners in Crime (feat. Ash Costello)","6597395","182637"
"Ang Huling El Bimbo","33757764","182548"
"Hopes And Dreams","18560280","182417"
"Realize","48722999","182170"
"What About Now","35956582","182119"
"To de Pé","8248504","181922"
"Quiero Que Seas Mi Estrella","45929212","181909"
"Places","27745252","181885"
"La fuerza del corazón","59341295","181862"
"141","39614295","181859"
"Praise You - Radio Edit","21402825","181828"
