"artist","track","views","rnk"
"Eve","Tambourine","48132438","3"
"Exaltasamba","Tá Vendo Aquela Lua","49706129","1"
"Exaltasamba","Teu Segredo - Ao Vivo Na Ilha Da Magia,Brasil/2008","39580103","2"
"Exaltasamba","Até O Sol Quis Ver - Ao Vivo Na Ilha Da Magia,Brasil/2008","20242530","3"
"EXO","Love Shot","553619697","1"
"EXO","Monster","427819325","2"
"EXO","Ko Ko Bop","342655366","3"
"Eyedress","Jealous","41643830","1"
"Eyedress","Something About You","5489534","2"
"Eyedress","Romantic Lover","4668014","3"
"Ezhel","Bi Sonraki Hayat?mda Gel","267180820","1"
"Ezhel","Bul Beni","79751284","2"
"Ezhel","Nerdesin","57451251","3"
"Fabolous","Into You","59966857","1"
"Fabolous","Into You (feat. Tamia)","59966857","1"
"Fabolous","Make Me Better","54435079","2"
"Fabolous","Throw It In The Bag","28125075","3"
"Fabri Fibra","Pamplona","64452857","1"
"Fabri Fibra","Stavo Pensando A Te","58051663","2"
"Fabri Fibra","Fenomeno","49071798","3"
"Fabrizio Paterlini","Rue des trois frères","541904","1"
"Fabrizio Paterlini","All My Joy, All My Pain","213862","2"
"Fabrizio Paterlini","My Misty Mornings","127481","3"
"Faith Evans","I'll Be Missing You (feat. 112)","70979370","1"
"Faith Evans","Hope","23448987","2"
"Faith Evans","Soon as I Get Home","16022678","3"
"Faith Hill","Breathe","32119215","1"
"Faith Hill","The Rest of Our Life","31586258","2"
"Faith Hill","It Matters to Me","28868586","3"
"Fall Out Boy","Centuries","425171944","1"
"Fall Out Boy","Immortals","307361182","2"
"Fall Out Boy","My Songs Know What You Did In The Dark (Light Em Up)","196216496","3"
"Falling In Reverse","Popular Monster","109114628","1"
"Falling In Reverse","The Drug In Me Is You","102486141","2"
"Falling In Reverse","I'm Not A Vampire","51187542","3"
"Far East Movement","Like A G6","264012406","1"
"Far East Movement","Turn Up The Love","138537659","2"
"Far East Movement","Rocketeer","77766753","3"
"Farruko","Calma - Remix","2661002503","1"
"Farruko","Si Se Da - Remix","1202913849","2"
"Farruko","Diles","986386304","3"
"Fat Joe","All The Way Up (Remix)","244371422","1"
"Fat Joe","All The Way Up (feat. Infared)","244371422","1"
"Fat Joe","What's Luv? (feat. Ja-Rule & Ashanti)","197120688","2"
"Fat Joe","What's Luv? (feat. Ashanti)","197120688","2"
"Fat Joe","YES","89441073","3"
"Fatboy Slim","Weapon Of Choice","65673001","1"
"Fatboy Slim","Right Here, Right Now","47058107","2"
"Fatboy Slim","The Rockafeller Skank - Short Edit","28252324","3"
"Fatboy Slim","The Rockafeller Skank","28252324","3"
"Feid","Feliz Cumpleaños Ferxxo","188335794","1"
"Feid","Hey Mor","167177279","2"
"Feid","Normal","148030141","3"
"Felipe Amorim","No Ouvidinho","95473936","1"
"Felipe Amorim","Putariazinha","86892774","2"
"Felipe Amorim","Gostosinha é Ela","61970674","3"
"Felix Jaehn","Cheerleader - Felix Jaehn Remix Radio Edit","1221725915","1"
"Felix Jaehn","Ain't Nobody (Loves Me Better) (feat. Jasmine Thompson)","429996028","2"
"Felix Jaehn","Some Say - Felix Jaehn Remix","23724059","3"
"Fergie","Big Girls Don't Cry (Personal)","337077504","1"
"Fergie","M.I.L.F. $","323083576","2"
"Fergie","Fergalicious","249002881","3"
"Fernandinho","Todas As Coisas - Ao Vivo","174465003","1"
"Fernandinho","Uma Nova Histo?ria - Acústico","93119315","2"
"Fernandinho","Caia Fogo - Ao Vivo","43137503","3"
"Ferrugem","Atrasadinha - Live","471221317","1"
"Ferrugem","Pirata e tesouro - Ao vivo","233528463","2"
"Ferrugem","Sinto sua falta - Ao vivo","172115812","3"
"Fetty Wap","Trap Queen","809179877","1"
"Fetty Wap","679 (feat. Remy Boyz)","449447425","2"
"Fetty Wap","679 (feat. Monty)","449447425","2"
"Fetty Wap","My Way (feat. Monty)","240226164","3"
"Fiersa Besari","Runtuh","43593034","1"
"Fiersa Besari","Melawan Hati","22993466","2"
"Fiersa Besari","Pelukku Untuk Pelikmu - OST Imperfect: Karier, Cinta, & Timbangan","21984845","3"
"FIFA Sound","The Official FIFA World Cup Qatar 2022™ Theme","15406033","1"
"FIFA Sound","Unity – The Official FIFA Women’s World Cup 2023™ Theme","16867","2"
"FIFA Sound","FIFAe Theme","5687","3"
"Fifth Harmony","Work from Home (feat. Ty Dolla $ign)","2666673882","1"
"Fifth Harmony","Worth It","2148602737","2"
"Fifth Harmony","Worth It (feat. Kid Ink)","2148602737","2"
"Fifth Harmony","All In My Head (Flex) (feat. Fetty Wap)","455644192","3"
"Filipe Ret","Me Sinto Abençoado","172113233","1"
"Filipe Ret","F* F* M*","129103803","2"
"Filipe Ret","Corte Americano","91988773","3"
"Fiona Apple","Criminal","43678188","1"
"Fiona Apple","Paper Bag","11553281","2"
"Fiona Apple","Shadowboxer","10139624","3"
"First Aid Kit","My Silver Lining","39807194","1"
"First Aid Kit","Emmylou","12971582","2"
"First Aid Kit","Wolf","8047565","3"
"Fito Paez","11 Y 6","13946162","1"
"Fito Paez","Brillante sobre el mic","8746348","2"
"Fito Paez","Tu Vida Mi Vida","7509646","3"
"Fito y Fitipaldis","Por la boca vive el pez","67224019","1"
"Fito y Fitipaldis","Soldadito marinero","64959295","2"
"Fito y Fitipaldis","Me equivocaría otra vez","33438886","3"
"Five Finger Death Punch","Wrong Side of Heaven","385748680","1"
"Five Finger Death Punch","Wash It All Away","289324974","2"
"Five Finger Death Punch","Bad Company","163598339","3"
"Fleetwood Mac","Gypsy","81512369","1"
"Fleetwood Mac","Landslide","76081765","2"
"Fleetwood Mac","The Chain - 2004 Remaster","63168341","3"
"FLETCHER","Bitter","18736873","1"
"FLETCHER","Arcade (feat. FLETCHER)","12458700","2"
"FLETCHER","Undrunk","9766219","3"
"Flo Rida","Wild Ones (feat. Sia)","585224420","1"
"Flo Rida","Good Feeling","568304803","2"
"Flo Rida","Whistle","518188238","3"
"Florence + The Machine","Dog Days Are Over","173334101","1"
"Florence + The Machine","Shake It Out","116136936","2"
"Florence + The Machine","You've Got The Love","90793319","3"
"Florida Georgia Line","Meant to Be (feat. Florida Georgia Line)","1103931383","1"
"Florida Georgia Line","H.O.L.Y.","373075465","2"
"Florida Georgia Line","This Is How We Roll","241786699","3"
"Flowdan","Rumble","2055815","1"
"Flowdan","Gassed Up","1177174","2"
"Flowdan","Welcome to London","329419","3"
"Flume","Drop The Game","203265315","1"
"Flume","You & Me - Flume Remix","73690403","2"
"Flume","Never Be Like You (feat. Kai)","40872482","3"
"Fonseca","Eres Mi Sueño - Versión Radio Edit","227803303","1"
"Fonseca","Arroyito","131493049","2"
"Fonseca","Vine a Buscarte","117979700","3"
"Foo Fighters","The Pretender","526702459","1"
"Foo Fighters","Everlong","253556205","2"
"Foo Fighters","Best of You","234583947","3"
"Foreigner","I Want to Know What Love Is","231932565","1"
"Foreigner","I Want to Know What Love Is - 1999 Remaster","231932565","1"
"Foreigner","Urgent","20879097","2"
"Foreigner","Waiting for a Girl like You","14772878","3"
"Foster The People","Pumped Up Kicks","921285433","1"
"Foster The People","Houdini","94130780","2"
"Foster The People","Call It What You Want","50917174","3"
"Four Tops","I Can't Help Myself (Sugar Pie, Honey Bunch)","21629176","1"
"Four Tops","Reach Out I'll Be There","13081193","2"
"Four Tops","When She Was My Girl","13043317","3"
"Fran C","BABY OTAKU","46918355","1"
"Fran C","Bellakera","21373781","2"
"Fran C","Vuelve","3495814","3"
"Franco De Vita","Tan Sólo Tú (feat. Alejandra Guzmán) - Franco De Vita en Primera Fila","412268901","1"
"Franco De Vita","Te Pienso Sin Querer (feat. Gloria Trevi) - Vuelve en Primera Fila - Live Version","310901649","2"
"Franco De Vita","No Basta","24174244","3"
"Frank Ocean","Lost","3863609","1"
"Frank Ocean","Pink + White","2303749","2"
"Frank Ocean","White Ferrari","2254291","3"
"Frank Sinatra","Fly Me To The Moon (In Other Words)","135669950","1"
"Frank Sinatra","That's Life","45558716","2"
"Frank Sinatra","My Way","40356494","3"
"Frankie Ruiz","La Rueda","14344105","1"
"Frankie Ruiz","Quiero Llenarte","11799356","2"
"Frankie Ruiz","Si Te Entregas A Mi","3879085","3"
"Franz Ferdinand","Take Me Out","48395842","1"
"Franz Ferdinand","No You Girls","14179727","2"
"Franz Ferdinand","Love Illumination","14154580","3"
"Franz Liszt","Liebestraum (Love Dream)","35249347","1"
"Franz Liszt","Liebestraum No. 3 in A-Flat Major, S. 541 / 3","13097479","2"
"Franz Liszt","Ständchen in D Minor (After Schubert), S. 560","9990324","3"
"Franz Schubert","Schwanengesang, D. 957: IV. Ständchen","3845939","1"
"Franz Schubert","Serenade, D. 957, No. 4","371908","2"
"Franz Schubert","Ständchen, S. 560 (Trans. from Schwanengesang No. 4, D. 957)","84507","3"
"Fred again..","Turn On The Lights again.. (feat. Future)","6819315","1"
"Fred again..","Marea (we’ve lost dancing)","2245679","2"
"Fred again..","Jungle","2203365","3"
"Freddie Dredd","GTG","23732698","1"
"Freddie Dredd","Cha Cha","18617019","2"
"Freddie Dredd","All Alone","13911545","3"
"Freddie Gibbs","Gang Signs (feat. ScHoolboy Q)","11636761","1"
"Freddie Gibbs","Scottie Beam","5594155","2"
"Freddie Gibbs","Crime Pays","4595169","3"
"Frédéric Chopin","Nocturne No. 2 In E Flat, Op. 9 No. 2","213646433","1"
"Frédéric Chopin","Nocturne No. 2 in E-Flat Major, Op. 9 No. 2","213646433","1"
"Frédéric Chopin","Nocturne Op. 9 No. 2","213646433","1"
"Frédéric Chopin","Chopin: Nocturne No. 20 in C-Sharp Minor, Op. Posth.","42005378","2"
"Frédéric Chopin","Nocturne en Mi Bémol Majeur, Op. 9 No. 2","24969703","3"
"French Montana","Unforgettable","1497263567","1"
"French Montana","All The Way Up (feat. Infared)","244372069","2"
"French Montana","Hurtin' Me","207595902","3"
"Freshlyground","I'd Like","1849605","1"
"Freshlyground","Doo Be Doo","1680571","2"
"Freshlyground","Fire Is Low","1218539","3"
"Fuego","Sigo Fresh","49993659","1"
"Fuego","Cereza","24549268","2"
"Fuego","Una Vaina Loca (feat. El Potro Alvarez)","13173364","3"
"Fuego","Una Vaina Loca","13173364","3"
"Fuerza Regida","Billete Grande (En Vivo)","138818106","1"
"Fuerza Regida","Se Acabo (En Vivo)","89682268","2"
"Fuerza Regida","No Le Aflojo","77367197","3"
"Fugees","Killing Me Softly With His Song","351406683","1"
"Fugees","Ready or Not","212067476","2"
"Fugees","Fu-Gee-La","70572997","3"
"Fujii Kaze","Nan-Nan","28340727","1"
"Fujii Kaze","Kaerou","25732552","2"
"Fujii Kaze","Matsuri","21710944","3"
"fun.","We Are Young (feat. Janelle Monáe)","1034076396","1"
"fun.","Some Nights","239600058","2"
"fun.","Carry On","110578326","3"
"Fünf Freunde","152 - und das Geheimnis der Kelly Brüder - Teil 10","43045","1"
"Fünf Freunde","152 - und das Geheimnis der Kelly Brüder - Teil 06","27287","2"
"Fünf Freunde","152 - und das Geheimnis der Kelly Brüder - Teil 09","552","3"
"Fünf Freunde","152 - und das Geheimnis der Kelly Brüder - Teil 02","552","3"
"Fünf Freunde","152 - und das Geheimnis der Kelly Brüder - Teil 12","552","3"
"Fünf Freunde","152 - und das Geheimnis der Kelly Brüder - Teil 04","552","3"
"Fünf Freunde","152 - und das Geheimnis der Kelly Brüder - Teil 11","552","3"
"Fünf Freunde","152 - und das Geheimnis der Kelly Brüder - Teil 05","552","3"
"Fünf Freunde","152 - und das Geheimnis der Kelly Brüder - Teil 07","552","3"
"Fünf Freunde","152 - und das Geheimnis der Kelly Brüder - Teil 08","552","3"
"Future","Mask Off","568526947","1"
"Future","Way 2 Sexy (with Future & Young Thug)","93172521","2"
"Future","WAIT FOR U (feat. Drake & Tems)","91997296","3"
"G-Eazy","I Mean It (feat. Remo)","668948670","1"
"G-Eazy","Him & I (with Halsey)","639152746","2"
"G-Eazy","No Limit","595521172","3"
"G Herbo","Who Want Smoke?? (feat. G Herbo, Lil Durk & 21 Savage)","169441164","1"
"G Herbo","Onna Come Up (feat. G Herbo) [Remix]","16046661","2"
"G Herbo","idk that bitch (feat. G Herbo)","6541727","3"
"G. V. Prakash","Pookkal Pookkum","93276932","1"
"G. V. Prakash","Ayyayo","64909343","2"
"G. V. Prakash","Un Mela Aasadhaan","35839689","3"
"Gaab","Intenção - Ao Vivo","415958398","1"
"Gaab","Tem Café","232115707","2"
"Gaab","Set dos Casados","99945014","3"
"Gabito Ballesteros","AMG","61379271","1"
"Gabito Ballesteros","Vamos Para Arriba","59060635","2"
"Gabito Ballesteros","Y Si Me Miran","14628981","3"
"Gabry Ponte","Blue (Da Ba Dee) - Gabry Ponte Ice Pop Radio","277405435","1"
"Gabry Ponte","Monster","91658957","2"
"Gabry Ponte","Thunder","67061187","3"
"Gala","Freed From Desire - Full Vocals Mixx","192034757","1"
"Gala","Freed From Desire","192034757","1"
"Gala","Let a Boy Cry","14532010","2"
"Gala","Come Into My Life - Video Edit","7626031","3"
"Galantis","No Money","629715753","1"
"Galantis","Runaway (U & I)","404669355","2"
"Galantis","Peanut Butter Jelly","136375831","3"
"Gavin Greenaway","Elysium - From ""Gladiator"" Soundtrack","49017254","1"
"Gavin Greenaway","The Battle","9914343","2"
"Gavin Greenaway","Honor Him","1447128","3"
"Gazo","Daddy chocolat","63409373","1"
"Gazo","MAUVAIS 2X (feat. Ninho)","28923285","2"
"Gazo","RAPPEL","27858841","3"
"Gemitaiz","Davide (feat. Coez)","54907166","1"
"Gemitaiz","Senza Di Me (feat. Venerus & Franco126)","27758098","2"
"Gemitaiz","Toradol","12727914","3"
"Gene Autry","Up On The House Top","6253815","1"
"Gene Autry","Home On the Range","626539","2"
"Gene Autry","Frosty the Snowman (with The Cass County Boys) - 78rpm Version","570048","3"
"Genesis","Jesus He Knows Me - 2007 Remaster","32207262","1"
"Genesis","Land of Confusion - 2007 Remaster","30705324","2"
"Genesis","I Can't Dance - 2007 Remaster","25237305","3"
"Gente De Zona","La Gozadera (feat. Marc Anthony)","1482721793","1"
"Gente De Zona","Traidora (feat. Marc Anthony)","409423761","2"
"Gente De Zona","3 A.M.","280115938","3"
"Geolier","CHIAGNE (feat. Lazza & Takagi & Ketra)","13417433","1"
"Geolier","MONEY","7350684","2"
"Geolier","X CASO (feat. Sfera Ebbasta)","5475528","3"
"George Benson","Nothing's Gonna Change My Love for You","22004876","1"
"George Benson","Give Me the Night","19514708","2"
"George Benson","Give Me the Night","19514708","2"
"George Benson","You Are the Love of My Life","572559","3"
"George Ezra","Budapest","220995259","1"
"George Ezra","Paradise","104385181","2"
"George Ezra","Shotgun","74625795","3"
"George Frideric Handel","Solomon, HWV 67: Arrival of the Queen of Sheba","2423945","1"
"George Frideric Handel","Handel / Orch. Hale: Keyboard Suite No. 4 in D Minor, HWV 437: III. Sarabande","578772","2"
"George Frideric Handel","Menuet in G Minor (trans. W. Kempff)","297227","3"
"George Harrison","My Sweet Lord - Remastered 2014","48041819","1"
"George Harrison","What Is Life - Remastered 2014","25158726","2"
"George Harrison","Got My Mind Set On You - Remastered 2004","17304612","3"
"George Michael","Careless Whisper","978518892","1"
"George Michael","Don't Let The Sun Go Down On Me - Live","151559751","2"
"George Michael","Freedom! '90 - Remastered","123302387","3"
"George Strait","Troubadour","107869410","1"
"George Strait","Check Yes Or No","76845137","2"
"George Strait","Carrying Your Love With Me","52540392","3"
"Gera MX","Botella Tras Botella","578719545","1"
"Gera MX","Cypher","200119725","2"
"Gera MX","Nunca Te Pude Alcanzar","138468019","3"
"Gerardo Ortiz","Perdóname","200136678","1"
"Gerardo Ortiz","Quién Se Anima","185354362","2"
"Gerardo Ortiz","Tal Como Eres","180128292","3"
"Germ","Obey the Walrus","3697314","1"
"Germ","My Swisher Sweet, But My Sig Sauer","3283890","2"
"Germ","Slip on a Banana Clip","1971878","3"
"Gesaffelstein","Lost in the Fire (feat. The Weeknd)","186523712","1"
"Gesaffelstein","I Was Never There","118491270","2"
"Gesaffelstein","Hurt You","59602877","3"
"Ghost","Square Hammer","86913030","1"
"Ghost","Cirice","60690445","2"
"Ghost","Dance Macabre","40038167","3"
"Ghostemane","Mercury: Retrograde","476334176","1"
"Ghostemane","Squeeze","48772494","2"
"Ghostemane","I duckinf hatw you","44771197","3"
"Ghostface Killah","Back Like That - Remix","6407991","1"
"Ghostface Killah","Back Like That","6407991","1"
"Ghostface Killah","Purple Hearts","5941143","2"
"Ghostface Killah","All That I Got Is You (feat. Mary J. Blige)","2781710","3"
"Gibbs","Pi?kny ?wiat","55539274","1"
"Gibbs","Iluzja","26469894","2"
"Gibbs","Nigdy albo zawsze","19126829","3"
"Gigi D'Agostino","L'Amour Toujours","405745991","1"
"Gigi D'Agostino","L'amour Toujours","405745991","1"
"Gigi D'Agostino","Hollywood","107306002","2"
"Gigi D'Agostino","Bla Bla Bla","65355381","3"
"Gilberto Gil","Toda Menina Baiana","11643977","1"
"Gilberto Gil","Esperando na janela","7206419","2"
"Gilberto Gil","Andar com fé","6589132","3"
"Gilberto Santa Rosa","Conteo Regresivo - Salsa Version","359807660","1"
"Gilberto Santa Rosa","Conciencia","142399961","2"
"Gilberto Santa Rosa","Que Alguien Me Diga","122899582","3"
"GIMS","Bella","559539956","1"
"GIMS","Sapés comme jamais (feat. Niska) - Pilule bleue","559283973","2"
"GIMS","Hola Señorita","541052860","3"
"Ginuwine","Toxic Pony","169302915","1"
"Ginuwine","Pony","169302915","1"
"Ginuwine","Pony","169302915","1"
"Ginuwine","Differences","29121184","2"
"Ginuwine","So Anxious","21563999","3"
"Gipsy Kings","Bamboleo","53133009","1"
"Gipsy Kings","Volare","51105776","2"
"Gipsy Kings","Djobi Djoba","37991345","3"
"girl in red","we fell in love in october","91870599","1"
"girl in red",".","91870599","1"
"girl in red","girls","55094951","2"
"girl in red","bad idea!","24779668","3"
"Girls' Generation","Gee","303788090","1"
"Girls' Generation","The Boys","285408189","2"
"Girls' Generation","I GOT A BOY","260088489","3"
"Giveon","Peaches (feat. Daniel Caesar & Giveon)","618921903","1"
"Giveon","Heartbreak Anniversary","197141763","2"
"Giveon","Like I Want You","166216112","3"
"Glass Animals","Heat Waves","480089002","1"
"Glass Animals","Heat Waves - Slowed","92043354","2"
"Glass Animals","The Other Side Of Paradise","54569746","3"
"Glee Cast","Bust Your Windows - Cover of Jazmine Sullivan","56640660","1"
"Glee Cast","If I Die Young (Glee Cast Version)","39610382","2"
"Glee Cast","Stereo Hearts (Glee Cast Version)","24572472","3"
"Glenn Fredly","Akhir Cerita Cinta","56509322","1"
"Glenn Fredly","Adu Rayu","25284871","2"
"Glenn Fredly","Terserah","16931506","3"
"Gloria Estefan","Con los Años Que Me Quedan","80919914","1"
"Gloria Estefan","Mi Tierra","51258778","2"
"Gloria Estefan","Hoy - Spanish Version","45603779","3"
"Gloria Estefan","Hoy","45603779","3"
"Gloria Gaynor","Can't Take My Eyes Off of You - Radio Edit","94507738","1"
"Gloria Gaynor","Never Can Say Goodbye - Single Version","22849000","2"
"Gloria Gaynor","I Will Survive - Original 7"" Version","19480336","3"
"Gloria Gaynor","I Will Survive - Extended Version","19480336","3"
"Gloria Gaynor","I Will Survive","19480336","3"
"Gloria Gaynor","I Will Survive","19480336","3"
"Gloria Gaynor","I Will Survive - 1981 Re-recording","19480336","3"
"Gloria Trevi","No Querías Lastimarme","604892528","1"
"Gloria Trevi","Vestida De Azúcar","238829463","2"
"Gloria Trevi","El Favor De La Soledad","141463740","3"
"Godsmack","I Stand Alone","198858216","1"
"Godsmack","Voodoo","96536486","2"
"Godsmack","Under Your Scars","84001396","3"
"Gojira","Stranded","25959906","1"
